"Gender","Age","Address","Family_Size","Parental_Status","Mother_Education","Father_Education","Mother_Job","Father_Job","Guardian","Travel_Time","Study_Time","Number_of_Failures","School_Support","Family_Support","Extra_Paid_Class","Extra_Curricular_Activities","Attended_Nursery","Wants_Higher_Education","Internet_Access","In_Relationship","Family_Relationship","Free_Time","Going_Out","Weekend_Alcohol_Consumption","Weekday_Alcohol_Consumption","Health_Status","Number_of_Absences","Grade_1","Grade_2","Final_Grade","Dropped_Out","SchoolGP","SchoolMS","Reason_for_Choosing_Schoolhome","Reason_for_Choosing_Schoolother","Reason_for_Choosing_Schoolreputation","Total_Parental_Education","Average_Grade"
0,-1.43187585974241,0,"GT3","T",4,4,"teacher","health","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",3,3,3,1,2,2,-0.357587236402058,0.94742197111633,0.833971683423244,0.648162663443801,"False",1,0,0,0,1,8,0.809852105994458
0,-1.43187585974241,0,"GT3","T",2,1,"services","other","father",3,3,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,1,4,-0.788551240905188,-0.509632197733191,0.147544768341842,0.338628028730757,"False",1,0,0,0,1,3,-0.00781980022019751
1,-1.43187585974241,0,"LE3","T",4,4,"health","services","father",1,1,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,3,5,-0.788551240905188,0.218894886691569,0.490758225882543,0.0290933940177129,"False",1,0,0,0,0,8,0.246248835530608
1,-1.43187585974241,0,"GT3","T",4,3,"teacher","other","mother",2,2,0,"no","yes","no","no","yes","yes","yes","no",5,4,3,1,2,3,-0.788551240905188,0.218894886691569,0.147544768341842,0.338628028730757,"False",1,0,0,0,0,7,0.235022561254723
1,-1.43187585974241,0,"GT3","A",2,2,"other","other","other",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,5,2,1,1,3,-0.788551240905188,0.94742197111633,0.833971683423244,0.957697298156845,"False",1,0,1,0,0,4,0.913030317565473
0,-0.610950565596805,0,"GT3","T",4,4,"health","other","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,2,2,0.504340772604202,2.04021259775347,1.86361205604535,1.57676656758293,"False",1,0,1,0,0,8,1.82686374046058
0,-0.610950565596805,0,"GT3","T",4,4,"services","services","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",3,2,3,1,2,2,1.36626878161046,0.58315842890395,0.490758225882543,0.648162663443801,"False",1,0,0,0,1,8,0.574026439410098
0,-0.610950565596805,0,"GT3","T",3,3,"other","other","mother",3,2,0,"yes","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,-0.357587236402058,0.58315842890395,0.833971683423244,0.648162663443801,"False",1,0,0,0,1,6,0.688430925256998
1,0.209974728548798,0,"GT3","T",3,2,"services","services","mother",1,1,3,"no","yes","yes","yes","yes","yes","yes","no",5,5,5,2,4,5,-0.357587236402058,-1.23815928215795,-1.22530906182096,-1.51857977954751,"True",1,0,0,0,0,5,-1.32734937450881
1,-0.610950565596805,0,"LE3","T",4,3,"health","other","father",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,1,3,1,3,5,0.504340772604202,0.218894886691569,0.147544768341842,0.0290933940177129,"False",1,0,1,0,0,7,0.131844349683708
1,-1.43187585974241,0,"GT3","T",4,3,"teacher","other","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,1,1,1,1,-0.788551240905188,0.218894886691569,0.490758225882543,0.648162663443801,"False",1,0,0,0,1,7,0.452605258672638
1,-1.43187585974241,0,"GT3","T",4,4,"health","health","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",5,4,2,1,1,5,-0.788551240905188,-0.145368655520811,0.147544768341842,0.0290933940177129,"False",1,0,0,1,0,8,0.010423168946248
1,-0.610950565596805,0,"LE3","T",4,2,"teacher","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",4,5,1,1,3,5,-0.788551240905188,0.218894886691569,0.490758225882543,0.648162663443801,"False",1,0,0,0,0,6,0.452605258672638
1,-0.610950565596805,0,"LE3","T",2,2,"other","other","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,2,4,5,-0.357587236402058,-0.509632197733191,-0.53888214673956,-0.589975875408375,"False",1,0,0,0,1,4,-0.546163406627042
0,-1.43187585974241,0,"GT3","T",2,4,"services","health","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,-0.357587236402058,-0.509632197733191,-0.195668689198859,-0.589975875408375,"False",1,0,0,0,0,6,-0.431758920780142
0,-0.610950565596805,0,"GT3","T",2,2,"services","services","mother",1,1,0,"no","yes","no","no","no","yes","yes","no",1,2,2,1,3,5,0.504340772604202,-0.509632197733191,-0.195668689198859,0.0290933940177129,"False",1,0,1,0,0,4,-0.225402497638112
1,-1.43187585974241,0,"GT3","T",2,2,"other","other","mother",1,1,0,"no","yes","no","no","yes","yes","yes","no",4,2,2,1,2,5,0.935304777107333,-0.145368655520811,0.147544768341842,0.0290933940177129,"False",1,0,1,0,0,4,0.010423168946248
1,-1.43187585974241,0,"GT3","T",4,2,"health","services","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",2,2,4,2,4,1,-0.788551240905188,-0.145368655520811,-0.195668689198859,-0.280441240695331,"False",1,0,0,1,0,6,-0.207159528471667
1,-0.610950565596805,0,"LE3","A",3,4,"services","other","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,5,-0.357587236402058,0.218894886691569,0.147544768341842,0.338628028730757,"False",1,0,1,0,0,7,0.235022561254723
1,-0.610950565596805,0,"GT3","T",4,4,"teacher","teacher","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,0.0733767681010722,0.218894886691569,-0.195668689198859,0.0290933940177129,"False",1,0,1,0,0,8,0.0174398638368079
1,-1.43187585974241,0,"GT3","T",4,4,"health","services","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",5,4,2,3,4,5,-0.788551240905188,-0.509632197733191,-0.195668689198859,-0.280441240695331,"False",1,0,1,0,0,8,-0.328580709209127
1,-1.43187585974241,0,"GT3","T",4,4,"services","services","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,1,1,1,5,-0.357587236402058,1.31168551332871,1.17718514096394,0.957697298156845,"False",1,0,0,0,1,8,1.14885598414983
1,-1.43187585974241,0,"GT3","T",4,3,"teacher","at_home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",4,5,2,1,1,5,-0.788551240905188,0.58315842890395,0.833971683423244,0.957697298156845,"False",1,0,0,0,0,7,0.791609136828013
1,-1.43187585974241,0,"LE3","T",3,3,"other","other","mother",1,2,0,"no","no","no","yes","no","yes","yes","no",5,3,2,1,1,2,-0.788551240905188,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,0,0,0,6,0.253265530421168
1,-0.610950565596805,0,"GT3","T",3,2,"other","other","mother",1,1,0,"no","yes","no","no","no","yes","yes","no",5,4,3,1,1,5,0.0733767681010722,0.218894886691569,0.147544768341842,0.0290933940177129,"False",1,0,1,0,0,5,0.131844349683708
0,-1.43187585974241,0,"GT3","T",2,3,"other","other","father",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,5,1,1,1,5,0.0733767681010722,-0.145368655520811,-0.195668689198859,-0.280441240695331,"False",1,0,0,1,0,5,-0.207159528471667
1,-1.43187585974241,0,"LE3","T",4,3,"teacher","services","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,1,4,-0.788551240905188,0.94742197111633,0.833971683423244,0.648162663443801,"False",1,0,1,0,0,7,0.809852105994458
1,-0.610950565596805,0,"GT3","A",4,4,"other","teacher","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,0.0733767681010722,0.58315842890395,0.490758225882543,0.338628028730757,"False",1,0,0,0,1,8,0.470848227839083
0,-1.43187585974241,0,"GT3","T",3,4,"services","health","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,-0.357587236402058,-0.145368655520811,0.147544768341842,0.0290933940177129,"False",1,0,0,0,0,7,0.010423168946248
0,-1.43187585974241,0,"GT3","T",2,2,"at_home","other","mother",1,1,0,"yes","yes","no","yes","yes","yes","no","no",4,3,1,1,1,2,0.935304777107333,0.94742197111633,0.490758225882543,0.0290933940177129,"False",1,0,0,0,1,4,0.489091197005529
0,-0.610950565596805,0,"LE3","T",2,2,"other","other","mother",2,2,0,"no","yes","no","yes","no","yes","yes","yes",3,3,3,1,2,3,2.65916079511985,-0.145368655520811,-0.195668689198859,-0.589975875408375,"False",1,0,1,0,0,4,-0.310337740042682
1,-1.43187585974241,0,"LE3","T",4,4,"teacher","other","other",1,1,0,"no","yes","no","no","no","yes","yes","yes",5,4,3,2,4,5,0.935304777107333,-0.509632197733191,-0.195668689198859,-0.280441240695331,"False",1,0,1,0,0,8,-0.328580709209127
1,-1.43187585974241,0,"GT3","T",4,4,"services","teacher","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,1,1,5,-0.788551240905188,0.94742197111633,1.17718514096394,0.957697298156845,"False",1,0,0,0,0,8,1.02743480341237
1,-1.43187585974241,0,"GT3","T",2,2,"services","services","father",1,1,0,"yes","yes","no","no","yes","yes","yes","no",5,4,1,1,1,1,-0.788551240905188,-0.873895739945572,-0.53888214673956,-0.589975875408375,"False",1,0,0,0,0,4,-0.667584587364502
0,-0.610950565596805,0,"LE3","T",2,2,"other","at_home","father",2,2,1,"yes","no","no","yes","yes","yes","yes","no",4,3,3,2,2,5,2.22819679061672,-0.509632197733191,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,0,4,-0.328580709209127
0,-1.43187585974241,0,"LE3","A",4,3,"other","other","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,0.0733767681010722,-0.509632197733191,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,0,7,-0.328580709209127
0,-0.610950565596805,0,"LE3","A",3,3,"other","services","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,5,1,4,3,0.504340772604202,0.58315842890395,0.147544768341842,0.338628028730757,"False",1,0,1,0,0,6,0.356443741992183
1,-0.610950565596805,0,"GT3","T",4,3,"health","services","mother",1,4,0,"no","no","no","yes","yes","yes","yes","no",4,2,2,1,1,2,-0.357587236402058,2.04021259775347,1.86361205604535,1.57676656758293,"False",1,0,0,0,1,7,1.82686374046058
1,-1.43187585974241,0,"GT3","T",4,2,"teacher","other","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,3,2,2,5,0.0733767681010722,-0.145368655520811,0.147544768341842,0.338628028730757,"False",1,0,1,0,0,6,0.113601380517263
0,-1.43187585974241,0,"GT3","T",4,4,"services","teacher","father",1,2,0,"yes","yes","no","yes","no","yes","yes","no",4,4,4,1,1,3,-0.357587236402058,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,0,1,0,8,0.253265530421168
0,-0.610950565596805,0,"LE3","T",2,2,"services","services","mother",3,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,2,3,4,-0.788551240905188,0.94742197111633,0.490758225882543,0.338628028730757,"False",1,0,0,0,0,4,0.592269408576543
0,-1.43187585974241,0,"LE3","T",4,2,"health","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,3,3,1,1,5,-0.788551240905188,1.67594905554109,0.833971683423244,1.26723193286989,"False",1,0,0,1,0,6,1.25905089061141
1,-1.43187585974241,0,"LE3","A",4,2,"health","health","father",2,1,0,"no","no","no","no","yes","yes","no","no",5,5,5,3,4,5,0.0733767681010722,-0.509632197733191,-0.88209560428026,-0.899510510121419,"True",1,0,0,1,0,6,-0.763746104044957
0,-1.43187585974241,0,"GT3","T",4,4,"services","services","mother",1,1,0,"yes","yes","no","no","yes","yes","yes","no",3,3,4,2,3,5,-0.788551240905188,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,0,0,0,8,0.253265530421168
0,-1.43187585974241,0,"LE3","A",3,3,"other","other","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",5,3,4,4,4,1,-0.788551240905188,0.58315842890395,0.147544768341842,0.338628028730757,"False",1,0,0,1,0,6,0.356443741992183
0,-0.610950565596805,0,"GT3","A",2,1,"other","other","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,3,4,1,1,2,-0.357587236402058,0.218894886691569,0.490758225882543,0.0290933940177129,"False",1,0,0,1,0,3,0.246248835530608
0,-1.43187585974241,0,"GT3","A",4,3,"services","services","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,1,-0.788551240905188,1.31168551332871,0.833971683423244,0.957697298156845,"False",1,0,0,0,1,7,1.03445149830293
1,-1.43187585974241,0,"GT3","T",4,4,"teacher","health","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,0.935304777107333,1.31168551332871,1.17718514096394,1.26723193286989,"False",1,0,0,0,1,8,1.25203419572085
1,-1.43187585974241,0,"LE3","T",1,2,"other","at_home","father",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,-0.788551240905188,0.94742197111633,0.490758225882543,0.648162663443801,"False",1,0,1,0,0,3,0.695447620147558
0,-0.610950565596805,0,"GT3","T",4,2,"services","other","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,3,1,1,5,-0.357587236402058,1.67594905554109,1.17718514096394,1.26723193286989,"False",1,0,0,0,0,6,1.37345537645831
0,-0.610950565596805,0,"GT3","T",4,4,"health","teacher","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",2,4,4,2,3,4,-0.788551240905188,2.04021259775347,1.52039859850465,1.26723193286989,"False",1,0,0,1,0,8,1.60928104304267
0,-0.610950565596805,0,"GT3","T",1,1,"services","services","father",4,1,0,"yes","yes","no","yes","no","yes","yes","yes",5,5,5,5,5,5,-0.788551240905188,-0.509632197733191,-0.53888214673956,1.26723193286989,"False",1,0,0,0,0,2,0.0729058627990458
0,-0.610950565596805,0,"LE3","T",1,2,"other","services","father",1,2,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,1,1,-0.788551240905188,0.58315842890395,0.490758225882543,-0.589975875408375,"False",1,0,0,0,1,3,0.161313593126039
0,-0.610950565596805,0,"GT3","T",4,3,"teacher","health","mother",1,3,0,"yes","yes","no","yes","yes","yes","yes","no",3,4,4,2,4,4,-0.788551240905188,0.94742197111633,0.490758225882543,0.338628028730757,"False",1,0,1,0,0,7,0.592269408576543
0,-1.43187585974241,0,"LE3","T",4,3,"services","services","father",1,2,0,"yes","no","no","yes","yes","yes","yes","yes",4,4,4,2,4,2,-0.788551240905188,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,0,0,1,7,0.253265530421168
0,-0.610950565596805,0,"LE3","T",4,3,"teacher","services","mother",3,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,3,1,2,1,-0.357587236402058,1.67594905554109,1.17718514096394,1.26723193286989,"False",1,0,0,0,0,7,1.37345537645831
1,-1.43187585974241,0,"GT3","A",4,4,"other","services","mother",1,4,0,"no","yes","no","yes","no","yes","yes","yes",1,3,3,5,5,3,-0.788551240905188,-0.145368655520811,0.147544768341842,0.0290933940177129,"False",1,0,0,0,1,8,0.010423168946248
0,-0.610950565596805,0,"GT3","T",3,1,"services","other","mother",1,4,0,"yes","yes","no","no","yes","yes","yes","no",4,3,3,1,2,5,-0.788551240905188,-0.509632197733191,-0.88209560428026,-0.589975875408375,"False",1,0,0,0,0,4,-0.660567892473942
0,-1.43187585974241,0,"LE3","T",2,2,"health","services","mother",2,2,0,"yes","yes","no","no","yes","yes","yes","no",4,1,3,1,3,4,-0.788551240905188,-0.145368655520811,-0.53888214673956,-0.280441240695331,"False",1,0,0,0,1,4,-0.321564014318567
0,-1.43187585974241,0,"LE3","T",3,1,"other","other","father",2,4,0,"no","yes","no","no","no","yes","yes","no",4,4,2,2,3,3,0.504340772604202,1.31168551332871,1.17718514096394,0.957697298156845,"False",1,0,0,0,1,4,1.14885598414983
1,-0.610950565596805,0,"GT3","T",3,1,"other","other","father",2,4,0,"no","yes","no","no","yes","yes","yes","no",4,3,2,1,1,5,-0.357587236402058,0.58315842890395,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,1,4,0.0356828330032534
1,-1.43187585974241,0,"GT3","T",4,2,"other","other","mother",1,4,0,"no","no","no","no","yes","yes","yes","no",3,3,3,1,1,3,-0.788551240905188,-0.145368655520811,-0.88209560428026,-0.589975875408375,"False",1,0,0,0,0,6,-0.539146711736482
0,-1.43187585974241,0,"GT3","T",1,1,"other","other","mother",1,2,0,"yes","yes","no","no","no","yes","yes","yes",3,3,4,2,4,5,-0.357587236402058,0.58315842890395,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,1,2,0.0356828330032534
1,-0.610950565596805,0,"GT3","T",3,1,"other","other","mother",1,1,0,"no","no","no","yes","yes","yes","no","no",5,3,2,2,2,5,-0.788551240905188,0.58315842890395,0.490758225882543,0.648162663443801,"False",1,0,0,0,1,4,0.574026439410098
0,-0.610950565596805,0,"GT3","T",3,3,"other","services","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,3,2,4,5,0.0733767681010722,-0.145368655520811,-0.195668689198859,-0.280441240695331,"False",1,0,1,0,0,6,-0.207159528471667
1,-1.43187585974241,0,"GT3","T",4,3,"teacher","other","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,3,2,3,5,-0.788551240905188,-0.145368655520811,-0.195668689198859,-0.280441240695331,"False",1,0,1,0,0,7,-0.207159528471667
1,-1.43187585974241,0,"GT3","T",4,0,"teacher","other","mother",2,4,0,"no","no","no","yes","yes","yes","yes","no",3,4,3,1,1,1,-0.788551240905188,0.218894886691569,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,0,4,-0.0857383477342068
0,-0.610950565596805,0,"GT3","T",2,2,"other","other","mother",1,4,0,"no","no","no","no","yes","yes","yes","yes",5,2,3,1,3,3,-0.573069238653623,0.58315842890395,0.490758225882543,0.338628028730757,"False",1,0,0,0,1,4,0.470848227839083
1,0.209974728548798,0,"GT3","T",2,1,"other","other","mother",2,1,3,"yes","yes","no","yes","yes","no","yes","no",4,5,1,1,1,3,-0.788551240905188,-0.873895739945572,-0.88209560428026,-0.589975875408375,"False",1,0,1,0,0,3,-0.781989073211402
0,-0.610950565596805,0,"GT3","T",3,4,"at_home","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,4,3,1,2,3,2.22819679061672,0.218894886691569,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,0,7,-0.0857383477342068
1,-1.43187585974241,0,"GT3","T",2,3,"other","services","father",1,1,0,"yes","yes","no","yes","no","yes","yes","yes",3,2,2,1,3,3,-0.788551240905188,-0.145368655520811,-0.195668689198859,0.0290933940177129,"False",1,0,0,0,0,5,-0.103981316900652
1,-1.43187585974241,0,"GT3","T",2,3,"other","other","mother",1,3,0,"yes","no","no","no","no","yes","yes","no",5,3,2,1,2,5,-0.357587236402058,-0.509632197733191,-0.88209560428026,-0.899510510121419,"True",1,0,1,0,0,5,-0.763746104044957
0,-1.43187585974241,0,"LE3","T",3,2,"services","other","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",4,4,4,1,1,5,0.0733767681010722,0.218894886691569,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,1,5,-0.0857383477342068
1,-1.43187585974241,0,"LE3","T",2,2,"services","services","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",5,3,3,1,3,4,-0.357587236402058,0.58315842890395,0.147544768341842,0.338628028730757,"False",1,0,1,0,0,4,0.356443741992183
0,-1.43187585974241,0,"GT3","T",1,1,"other","other","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,2,3,4,-0.357587236402058,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,1,0,0,2,0.253265530421168
0,-1.43187585974241,0,"GT3","T",4,4,"services","services","father",2,2,0,"no","no","no","no","yes","yes","yes","yes",4,4,4,2,3,5,0.0733767681010722,0.218894886691569,-0.195668689198859,0.0290933940177129,"False",1,0,0,0,1,8,0.0174398638368079
0,-0.610950565596805,0,"LE3","T",2,2,"at_home","other","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,3,4,1,2,2,0.504340772604202,0.58315842890395,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,0,4,0.0356828330032534
0,-1.43187585974241,0,"GT3","T",4,2,"other","other","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,3,1,0.0733767681010722,1.31168551332871,1.17718514096394,0.957697298156845,"False",1,0,0,0,1,6,1.14885598414983
1,-0.610950565596805,0,"GT3","T",2,2,"services","other","father",2,2,0,"no","no","no","yes","no","yes","yes","no",4,4,2,1,1,3,0.504340772604202,0.218894886691569,-0.53888214673956,-0.280441240695331,"False",1,0,0,0,1,4,-0.200142833581107
1,-0.610950565596805,0,"LE3","A",4,4,"teacher","health","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,1,3,3,5,5,0.504340772604202,-0.873895739945572,-0.88209560428026,-0.589975875408375,"False",1,0,0,0,1,8,-0.781989073211402
0,-0.610950565596805,0,"GT3","T",3,3,"other","other","mother",1,3,0,"no","yes","no","no","yes","yes","yes","yes",4,3,3,1,3,4,-0.357587236402058,-0.873895739945572,-0.195668689198859,-0.280441240695331,"False",1,0,1,0,0,6,-0.450001889946587
0,-1.43187585974241,0,"GT3","T",4,3,"services","other","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",4,5,5,1,3,1,0.504340772604202,0.94742197111633,0.490758225882543,0.338628028730757,"False",1,0,0,0,1,7,0.592269408576543
0,-0.610950565596805,0,"LE3","T",3,1,"other","other","father",1,2,0,"yes","yes","no","no","yes","yes","no","no",3,3,3,2,3,2,-0.788551240905188,0.218894886691569,0.490758225882543,0.0290933940177129,"False",1,0,1,0,0,4,0.246248835530608
0,-0.610950565596805,0,"GT3","T",4,2,"teacher","services","mother",2,2,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,1,1,-0.357587236402058,0.58315842890395,0.833971683423244,0.648162663443801,"False",1,0,1,0,0,6,0.688430925256998
1,-1.43187585974241,0,"LE3","T",2,2,"services","health","mother",1,4,0,"no","yes","no","yes","yes","yes","yes","no",4,3,4,1,1,4,-0.357587236402058,-0.145368655520811,0.147544768341842,0.0290933940177129,"False",1,0,0,0,1,4,0.010423168946248
0,-1.43187585974241,0,"GT3","T",1,1,"at_home","other","mother",2,4,0,"yes","yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,0.0733767681010722,0.58315842890395,0.490758225882543,0.338628028730757,"False",1,0,1,0,0,2,0.470848227839083
1,-0.610950565596805,0,"GT3","T",4,3,"services","other","mother",2,1,0,"yes","yes","yes","yes","no","yes","yes","no",3,3,3,1,1,4,0.504340772604202,-0.873895739945572,-0.195668689198859,-0.280441240695331,"False",1,0,0,0,1,7,-0.450001889946587
0,-0.610950565596805,0,"GT3","T",2,1,"other","other","mother",1,2,0,"no","yes","no","no","yes","yes","no","yes",4,3,5,1,1,5,-0.788551240905188,0.58315842890395,0.147544768341842,0.0290933940177129,"False",1,0,0,0,0,3,0.253265530421168
0,-0.610950565596805,0,"GT3","T",4,4,"other","other","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,3,4,1,2,1,0.0733767681010722,0.218894886691569,0.490758225882543,0.338628028730757,"False",1,0,0,0,1,8,0.349427047101623
0,-0.610950565596805,0,"GT3","T",4,3,"other","at_home","mother",1,3,0,"yes","yes","no","no","yes","yes","yes","no",5,3,5,1,1,3,-0.357587236402058,0.218894886691569,0.490758225882543,0.338628028730757,"False",1,0,0,0,0,7,0.349427047101623
1,-0.610950565596805,0,"GT3","T",4,4,"services","services","mother",1,1,0,"yes","yes","no","yes","yes","yes","yes","no",4,5,5,5,5,4,1.79723278611359,-0.873895739945572,-0.88209560428026,-1.20904514483446,"True",1,0,0,1,0,8,-0.988345496353432
1,-0.610950565596805,0,"GT3","T",4,4,"services","teacher","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,4,-0.788551240905188,1.67594905554109,1.52039859850465,1.26723193286989,"False",1,0,0,1,0,8,1.48785986230521
1,-1.43187585974241,0,"GT3","T",4,4,"services","other","mother",1,1,0,"no","yes","yes","yes","no","yes","yes","no",5,3,3,1,1,5,-0.357587236402058,0.218894886691569,0.490758225882543,0.0290933940177129,"False",1,0,0,0,0,8,0.246248835530608
